x,y,cluster_id
-0.2096055416874924,-0.1119395778722364,1
-0.1434447708442931,-0.13269804250049683,1
-0.17742462681855928,-0.1163656548992139,1
0.9399896837197438,-0.28692456243335807,1
0.3324698523765495,-0.1947117417942661,1
0.9164324523809703,-0.27339917343587133,1
0.39987439517781936,-0.18877589469681735,1
-0.11268569396723507,-0.13646212506039457,1
0.19891599868204873,-0.16087449856654923,1
-0.02144979706620921,-0.14342553695322013,1
-0.03683725851357024,-0.13831574510163905,1
-0.7862025563469772,-0.026059702683190293,1
-0.4842450328023061,-0.07055703006029394,1
0.5603742088332624,-0.2142658962876035,1
0.0580653029419794,-0.16184508362989367,1
-0.5032189033267873,-0.06976240746792788,1
-0.35271077423511243,-0.0825403001350618,1
0.5353927300776913,-0.22690311780958175,1
-0.46653262837483456,-0.08751976822634629,1
0.20850406648264316,-0.1841997648661089,1
-0.45111643912657995,-0.08082500519791615,1
-0.1218094231539446,-0.1265671586947947,1
0.531490999741015,-0.2233533273228902,1
0.11404269447901498,-0.15369389373427134,1
0.818334874016617,-0.2529572674713827,1
-0.1003177975063515,-0.13117961906948722,1
-0.403010779016028,-0.08620618731627895,1
0.8154812649694323,-0.25435028136130694,1
-0.793970961383209,-0.05392302044191177,1
0.30229851080456954,-0.1770114581876455,1
-0.4590158045739118,-0.06771309822933536,1
-0.8789394510278887,-0.008507086158132027,1
-0.3589413211202863,-0.08243029203369667,1
0.3768470458831988,-0.2016341000936167,1
-0.06823680649406054,-0.13424788467560217,1
0.8202131301954374,-0.2656585185315761,1
-0.5224948204068073,-0.058341667932426254,1
-0.782569966785487,-0.04428750606536305,1
-0.3856469411529371,-0.07530051413734189,1
0.46212956775280506,-0.22168682657137737,1
-0.16682602403154623,-0.12102321132374773,1
0.3730092148426498,-0.18513876454645742,1
0.5976973864099787,-0.2397743220742971,1
-0.25279081788138597,-0.12037406795074287,1
-0.20021315409044527,-0.11234662157535918,1
-0.3202226215541464,-0.10180429707133819,1
0.5860520899306637,-0.2078421537775639,1
0.05869188985172322,-0.13503777112451415,1
0.44689830373520445,-0.2027681797455629,1
0.1848153981514663,-0.17343821419734884,1
0.8550748683548617,0.2464568049995386,2
-0.27965994062661836,-0.2760056161853628,2
-0.2065533806427857,-0.2602300087560733,2
-0.2945605643176489,-0.29108064823536506,2
0.7448759982111807,0.18051993727122723,2
0.5105259669304445,0.07419933259634509,2
-0.8227015955984084,-0.5279607192505942,2
0.5156289151042506,0.07415012686832152,2
0.5517914673226564,0.0907442190895748,2
0.15636521002426626,-0.08705154795712505,2
0.5138515061434924,0.07673163634090309,2
-0.6570399030000313,-0.4340925100181332,2
0.10909063059818717,-0.0785808834755937,2
-0.29239088256853657,-0.3072793107707928,2
0.8434972035737744,0.2335729150329899,2
0.07107064465940621,-0.10963096053836202,2
-0.6041325140444478,-0.42561555994688116,2
-0.10523509444483362,-0.20326831202649026,2
0.3110669929896228,-0.002779749773414374,2
-0.1673753355897067,-0.19890611650932888,2
-0.37481525127721044,-0.3289399195369551,2
-0.11981500908137746,-0.21917311982504278,2
0.6104207047679124,0.14189742448013584,2
-0.4355750675539209,-0.3524335756050555,2
0.7698112206393409,0.20565733203515427,2
-0.32249633745972756,-0.30299320443211303,2
0.9015203373818068,0.2537584290676173,2
-0.10015475871809326,-0.18990706121192844,2
0.09707916934733449,-0.10333945326479813,2
0.6145731338700796,0.12041961326828236,2
0.2610414097194665,-0.04487675848818008,2
0.5626216413075864,0.11018448026971862,2
0.6102769186335572,0.12202875312691987,2
0.11715717822415658,-0.09592196657100327,2
-0.26595177244421164,-0.28532810962666394,2
-0.4874748993501365,-0.3952999889058101,2
-0.2952653202837771,-0.28513953293014777,2
0.21593730867255492,-0.054875397293771715,2
-0.3584887791083816,-0.3043567483662898,2
0.6839597248642135,0.16428974198441912,2
0.8377856220033861,0.22581141897939627,2
0.43510692050627187,0.03300470540771451,2
0.7975655492905396,0.20676875415948395,2
-0.5752409735096022,-0.42454804164816096,2
0.6850960431189923,0.16112357126968835,2
-0.24412841221899678,-0.27955268997216404,2
0.028325209131885423,-0.15620850901869424,2
0.9217954192223095,0.262703309240621,2
-0.1628140625813465,-0.23528409993799274,2
-0.7408423771742384,-0.5156613181653301,2
0.08311043051987226,-0.16020401590832423,3
-0.27053552760696803,-0.6872864019360158,3
-0.05609622228446425,-0.3559414460570719,3
0.393421171675552,0.35851681888498066,3
0.41006227985538696,0.3592784302078414,3
-0.18489568953544216,-0.5768447424395389,3
0.28854119293974245,0.1889760233165176,3
0.10805687220711768,-0.10187577132917608,3
0.5190621789843789,0.5356233227115627,3
-0.22993992844764102,-0.6321650012959482,3
-0.38635435386217204,-0.8592405181070487,3
0.6379845431892525,0.7421113826365321,3
0.5346233368709868,0.5418507745320085,3
0.055364893602414755,-0.16223740410066495,3
